,teamId,participantId,champion,role,lane,spell1,spell2,item1,item2,item3,item4,item5,item6,item7,win,kills,deaths,assists,largestKillingSpree,killingSprees,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,longestTimeSpentLiving,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,visionScore,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,primaryKeystone,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,championName,summonerSpell1,summonerSpell2,team,keystone,item-1,item-2,item-3,item-4,item-5,item-6,item-7
{'summonerName': 'Dojhln'},200,6,104,NONE,JUNGLE,4,11,1412,3123,3812,3111,3044,1042,3364,False,4,8,7,0,0,1,0,0,0,0,376,173393,7579,156730,9084,0,14320,695,13074,550,27134,9571,16175,1387,11462,9825,1,0,50,143,116,1,14,0,0,27,1,7,True,False,False,False,8021,"{'10-20': 1, '0-10': 0.1}","{'10-20': 394.5, '0-10': 361.1}","{'10-20': 344.5, '0-10': 332.2}",Graves,Flash,Smite,Red,Fleet Footwork,Enchantment: Warrior,Executioner's Calling,Death's Dance,Mercury's Treads,Phage,Dagger,Oracle Lens
{'summonerName': '0rijinal'},200,7,145,DUO_CARRY,BOTTOM,4,12,1055,3042,3006,3124,3115,0,3363,False,8,5,5,4,1,2,1,0,0,0,811,138620,18242,111671,8705,0,14553,4212,9964,375,16394,6517,9515,361,12384,10550,2,0,176,15,8,7,14,0,0,21,10,4,False,False,False,False,9923,"{'10-20': 5.8, '0-10': 6.300000000000001}","{'10-20': 446.1, '0-10': 312.4}","{'10-20': 508.79999999999995, '0-10': 241.7}",Kaisa,Flash,Teleport,Red,Hail of Blades,Doran's Blade,Muramana,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,N/A,Farsight Alteration
{'summonerName': 'whipgod'},200,8,412,DUO_SUPPORT,BOTTOM,4,14,2055,3857,3107,3109,1011,3117,3364,False,3,8,11,0,0,1,0,0,0,0,353,24588,9881,6990,7717,0,6042,3930,714,1397,17548,8157,8773,618,8228,7350,0,0,39,0,0,0,12,4,0,46,18,10,False,False,False,False,8439,"{'10-20': 1.5, '0-10': 1.2}","{'10-20': 387.2, '0-10': 224.8}","{'10-20': 322.79999999999995, '0-10': 184.1}",Thresh,Flash,Ignite,Red,Aftershock,Control Ward,Pauldrons of Whiterock,Redemption,Knight's Vow,Giant's Belt,Boots of Mobility,Oracle Lens
{'summonerName': 'Roach Gigz'},200,9,57,SOLO,TOP,4,12,3075,3047,2055,3001,1029,3068,3340,False,5,6,8,3,1,1,0,0,0,0,620,117191,80864,22188,14138,27,21042,18115,2812,113,36905,15703,19392,1809,11030,10850,1,0,146,0,0,0,14,2,0,13,6,1,False,False,True,False,8437,"{'10-20': 5, '0-10': 6.7}","{'10-20': 521.5999999999999, '0-10': 477.5}","{'10-20': 558.1, '0-10': 269.9}",Maokai,Flash,Teleport,Red,Grasp of the Undying,Thornmail,Ninja Tabi,Control Ward,Abyssal Mask,Cloth Armor,Sunfire Cape,Warding Totem (Trinket)
{'summonerName': 'cuteboxdadisme'},200,10,38,SOLO,MIDDLE,12,4,2033,3040,3157,3027,3111,3057,3363,False,6,6,6,2,3,1,0,0,0,0,714,130006,94027,23412,12565,0,15546,12968,1359,1218,23793,9643,13833,316,11590,11425,1,0,200,4,1,0,16,1,0,27,9,3,False,False,False,False,8021,"{'10-20': 5.7, '0-10': 6.9}","{'10-20': 492.9, '0-10': 472.9}","{'10-20': 403.9, '0-10': 278.70000000000005}",Kassadin,Teleport,Flash,Red,Fleet Footwork,Corrupting Potion,Seraph's Embrace,Zhonya's Hourglass,Rod of Ages,Mercury's Treads,Sheen,Farsight Alteration
{'summonerName': 'wartrim'},100,1,154,DUO_SUPPORT,NONE,4,11,1401,0,3047,3076,3211,3067,3364,True,4,1,5,2,2,1,0,0,0,0,750,102221,75856,16870,9494,12,5480,4551,431,498,19328,2177,14237,2913,7571,6525,3,0,30,91,47,19,11,1,0,7,2,0,False,False,False,False,8439,{'0-10': 1.5},{'0-10': 385.8},{'0-10': 343.4},Zac,Flash,Smite,Blue,Aftershock,Enchantment: Cinderhulk,N/A,Ninja Tabi,Bramble Vest,Spectre's Cowl,Kindlegem,Oracle Lens
{'summonerName': 'ìrelia'},100,2,268,DUO_SUPPORT,NONE,12,4,1056,3115,2031,1001,3165,0,3340,True,3,2,6,2,1,1,0,0,0,0,553,65542,62228,2937,376,0,7714,7164,173,376,9667,3645,3592,2428,7486,7025,2,1,112,16,12,0,12,1,0,7,3,1,True,False,False,False,8010,{'0-10': 7.300000000000001},{'0-10': 487.6},{'0-10': 321.2},Azir,Teleport,Flash,Blue,Conqueror,Doran's Ring,Nashor's Tooth,Refillable Potion,Boots of Speed,Morellonomicon,N/A,Warding Totem (Trinket)
{'summonerName': 'Asä'},100,3,67,DUO_SUPPORT,NONE,4,12,1055,3153,1043,0,0,3006,3340,True,7,2,1,4,2,2,1,0,0,0,750,77310,117,58007,19185,0,9349,117,6459,2772,9758,1249,8509,0,9461,6000,2,0,135,12,4,4,12,0,0,9,4,1,False,False,False,False,8005,{'0-10': 7.9},{'0-10': 512.6},{'0-10': 395.70000000000005},Vayne,Flash,Teleport,Blue,Press the Attack,Doran's Blade,Blade of the Ruined King,Recurve Bow,N/A,N/A,Berserker's Greaves,Warding Totem (Trinket)
{'summonerName': 'Âñgęłøîd'},100,4,523,DUO_SUPPORT,NONE,7,4,1055,3031,3085,1042,1001,2055,3363,True,7,2,7,5,1,2,1,0,0,0,297,112252,4561,99290,8400,547,15575,1189,12847,1537,6507,2757,3661,88,9989,7350,3,0,139,13,5,4,12,2,0,12,6,1,False,False,True,False,8010,{'0-10': 6},{'0-10': 352.6},{'0-10': 331.9},Aphelios,Heal,Flash,Blue,Conqueror,Doran's Blade,Infinity Edge,Runaan's Hurricane,Dagger,Boots of Speed,Control Ward,Farsight Alteration
{'summonerName': 'Masterlulu Korea'},100,5,117,DUO_SUPPORT,NONE,14,4,3853,3504,3111,2055,3105,1029,3364,True,2,3,12,0,0,1,0,0,0,0,644,14489,11900,2049,538,0,4853,3527,787,538,7272,2309,4962,0,6939,5450,0,1,8,0,0,0,10,2,0,21,10,1,False,False,False,True,8214,{'0-10': 0.30000000000000004},{'0-10': 297.3},{'0-10': 269},Lulu,Ignite,Flash,Blue,Summon Aery,Shard of True Ice,Ardent Censer,Mercury's Treads,Control Ward,Aegis of the Legion,Cloth Armor,Oracle Lens
{'summonerName': 'I Cry Everyday'},200,6,81,DUO_SUPPORT,NONE,7,4,1055,3004,0,1001,1036,3057,3340,False,2,7,5,0,0,1,0,0,0,0,300,32913,4196,28411,305,0,8820,2898,5616,305,11331,3353,7522,454,5514,4850,0,0,70,2,1,0,10,0,0,3,2,0,False,False,False,False,8010,{'0-10': 5.5},{'0-10': 320.1},{'0-10': 263.9},Ezreal,Heal,Flash,Red,Conqueror,Doran's Blade,Manamune,N/A,Boots of Speed,Long Sword,Sheen,Warding Totem (Trinket)
{'summonerName': 'Korean Trap'},200,7,266,DUO,NONE,12,4,3047,3812,3067,1055,1036,0,3340,False,5,5,0,3,1,2,1,0,0,0,581,53995,0,53415,580,0,8538,0,7958,580,18764,3797,10202,4764,7354,6525,0,0,107,0,0,0,11,1,0,10,4,0,False,False,False,False,8010,{'0-10': 8.1},{'0-10': 479.4},{'0-10': 280.6},Aatrox,Teleport,Flash,Red,Conqueror,Ninja Tabi,Death's Dance,Kindlegem,Doran's Blade,Long Sword,N/A,Warding Totem (Trinket)
{'summonerName': 'Roach Gigz'},200,8,36,DUO_SUPPORT,NONE,4,11,1413,3047,1028,0,0,0,3340,False,0,5,1,0,0,0,0,0,0,0,413,72922,38790,29940,4192,0,1854,1219,634,0,15610,3865,11183,561,4983,4150,0,0,34,69,57,0,10,0,0,9,5,1,False,False,False,False,8021,{'0-10': 0.30000000000000004},{'0-10': 285.1},{'0-10': 239.20000000000002},DrMundo,Flash,Smite,Red,Fleet Footwork,Enchantment: Cinderhulk,Ninja Tabi,Ruby Crystal,N/A,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'fk jenny'},200,9,99,DUO_SUPPORT,NONE,14,4,3858,3108,2010,2422,0,0,3340,False,1,2,1,0,0,1,0,0,0,0,294,5819,3457,1339,1022,0,1581,1196,296,88,2170,695,1474,0,3442,1400,0,0,10,0,0,0,6,0,0,1,1,0,False,False,False,False,8229,{'0-10': 1},{'0-10': 185.5},{'0-10': 182.39999999999998},Lux,Ignite,Flash,Red,Arcane Comet,Relic Shield,Fiendish Codex,Total Biscuit of Everlasting Will,Slightly Magical Boots,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'iTaboox'},200,10,245,DUO_SUPPORT,NONE,14,4,2033,3152,2055,1001,1052,0,3340,False,1,4,0,0,0,1,0,0,0,0,261,67703,57100,10174,428,0,6993,5274,1290,428,9840,5495,4236,108,5437,3960,0,0,123,0,0,0,12,3,0,9,5,0,False,False,False,False,8112,{'0-10': 5.1},{'0-10': 447.4},{'0-10': 238},Ekko,Ignite,Flash,Red,Electrocute,Corrupting Potion,Hextech Protobelt-01,Control Ward,Boots of Speed,Amplifying Tome,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},100,1,268,DUO,MIDDLE,12,4,1056,3115,3020,2055,3165,1026,3340,True,5,2,11,4,1,1,0,0,0,0,1288,93948,83839,7286,2822,0,16631,15494,1136,0,9903,4634,5168,100,9547,8575,3,1,146,1,0,1,14,1,0,8,4,2,False,False,False,False,8010,"{'10-20': 7.3999999999999995, '0-10': 6}","{'10-20': 586.5999999999999, '0-10': 406.4}","{'10-20': 481.20000000000005, '0-10': 236.2}",Azir,Teleport,Flash,Blue,Conqueror,Doran's Ring,Nashor's Tooth,Sorcerer's Shoes,Control Ward,Morellonomicon,Blasting Wand,Warding Totem (Trinket)
{'summonerName': 'Yone Kenobi'},100,2,51,DUO,MIDDLE,4,7,1055,3095,3006,3031,1018,2055,3340,True,5,2,8,2,2,2,1,0,0,0,730,124401,5178,113377,5845,1149,18111,1503,16607,0,9817,4333,5484,0,10376,9150,1,0,169,10,0,8,13,2,0,9,4,3,False,False,False,True,8021,"{'10-20': 7.8999999999999995, '0-10': 7.3}","{'10-20': 489.1, '0-10': 344.4}","{'10-20': 505, '0-10': 287.1}",Caitlyn,Flash,Heal,Blue,Fleet Footwork,Doran's Blade,Stormrazor,Berserker's Greaves,Infinity Edge,Cloak of Agility,Control Ward,Warding Totem (Trinket)
{'summonerName': 'Grab yo Booty'},100,3,53,DUO_SUPPORT,MIDDLE,14,4,3109,3050,3857,2423,3117,0,3364,True,1,1,8,0,0,1,0,0,0,0,720,29264,8662,14242,6359,0,8261,3860,3877,524,11273,4659,6377,235,6684,6225,1,0,25,4,0,0,12,1,0,42,17,1,False,False,True,False,8128,"{'10-20': 1, '0-10': 1.2000000000000002}","{'10-20': 461.90000000000003, '0-10': 269.1}","{'10-20': 353.20000000000005, '0-10': 169.6}",Blitzcrank,Ignite,Flash,Blue,Dark Harvest,Knight's Vow,Zeke's Convergence,Pauldrons of Whiterock,Perfectly Timed Stopwatch,Boots of Mobility,N/A,Oracle Lens
{'summonerName': 'SoDamDepresseddd'},100,4,24,NONE,JUNGLE,4,11,3078,3812,1416,3111,0,0,3340,True,10,2,3,7,2,2,2,0,0,0,990,174725,28858,133657,12209,0,12161,2581,8640,938,18552,4211,11666,2674,11786,12533,1,0,14,168,96,26,14,0,0,17,5,2,True,False,False,False,8010,"{'10-20': 1.3, '0-10': 0.1}","{'10-20': 600.8, '0-10': 389.6}","{'10-20': 623, '0-10': 371.9}",Jax,Flash,Smite,Blue,Conqueror,Trinity Force,Death's Dance,Enchantment: Bloodrazor,Mercury's Treads,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'Ghostnapp'},100,5,126,SOLO,TOP,4,12,3142,3814,1055,0,1055,3047,3340,True,4,3,3,2,1,1,0,0,0,0,563,114580,8810,105292,478,0,12731,2339,10392,0,14192,7564,4898,1729,8836,7825,2,1,162,11,0,11,14,1,0,14,8,1,False,False,False,False,8230,"{'10-20': 8.5, '0-10': 5.5}","{'10-20': 629.4000000000001, '0-10': 441.5}","{'10-20': 455, '0-10': 233}",Jayce,Flash,Teleport,Blue,Phase Rush,Youmuu's Ghostblade,Edge of Night,Doran's Blade,N/A,Doran's Blade,Ninja Tabi,Warding Totem (Trinket)
{'summonerName': 'K4l4SHN1K0v'},200,6,31,SOLO,TOP,4,12,3800,3047,3285,1031,1057,0,3340,False,5,6,0,2,1,1,0,0,0,0,571,90574,61312,17829,11431,0,13838,9647,889,3301,20825,6720,13909,196,9508,9280,0,0,160,0,0,0,14,2,0,19,9,0,False,False,False,False,8229,"{'10-20': 6.3, '0-10': 7}","{'10-20': 422.3, '0-10': 486.6}","{'10-20': 380.8, '0-10': 272.9}",Chogath,Flash,Teleport,Red,Arcane Comet,Righteous Glory,Ninja Tabi,Luden's Echo,Chain Vest,Negatron Cloak,N/A,Warding Totem (Trinket)
{'summonerName': 'Jai Ldouà'},200,7,16,DUO_SUPPORT,BOTTOM,21,4,3860,3117,3174,3113,2055,0,3364,False,0,6,4,0,0,0,0,0,0,0,569,20448,10067,4129,6250,0,3557,3117,384,54,11867,3682,7582,602,4861,4675,0,0,37,0,0,0,11,3,0,31,13,6,False,False,False,False,8465,"{'10-20': 1.4, '0-10': 1.6}","{'10-20': 297.3, '0-10': 256.8}","{'10-20': 197.2, '0-10': 154.10000000000002}",Soraka,Barrier,Flash,Red,Guardian,Bulwark of the Mountain,Boots of Mobility,Athene's Unholy Grail,Aether Wisp,Control Ward,N/A,Oracle Lens
{'summonerName': 'DragonToutNu'},200,8,120,NONE,JUNGLE,11,6,3706,3078,1001,1033,0,2055,3340,False,0,4,4,0,0,0,0,0,0,0,588,87581,11929,70551,5099,0,3759,442,2920,397,25318,6140,18824,352,6001,5783,0,0,17,84,63,4,11,2,0,17,8,2,False,False,False,False,8010,"{'10-20': 0.7, '0-10': 0.8}","{'10-20': 340.20000000000005, '0-10': 280.9}","{'10-20': 244.5, '0-10': 230.7}",Hecarim,Smite,Ghost,Red,Conqueror,Stalker's Blade,Trinity Force,Boots of Speed,Null-Magic Mantle,N/A,Control Ward,Warding Totem (Trinket)
{'summonerName': 'Jack Winchester'},200,9,145,DUO_CARRY,BOTTOM,4,7,1055,3006,3124,3004,3101,0,3363,False,4,4,2,2,1,1,0,0,0,0,529,100016,12891,87083,42,0,8995,2940,6012,42,10018,2231,7763,24,9291,8275,0,0,191,0,0,0,13,1,0,11,6,1,False,False,False,False,9923,"{'10-20': 8.1, '0-10': 6.8999999999999995}","{'10-20': 471.1, '0-10': 284}","{'10-20': 379.7, '0-10': 241.10000000000002}",Kaisa,Flash,Heal,Red,Hail of Blades,Doran's Blade,Berserker's Greaves,Guinsoo's Rageblade,Manamune,Stinger,N/A,Farsight Alteration
{'summonerName': 'Calls me Letme '},200,10,38,SOLO,MIDDLE,12,4,1054,2031,3027,3003,1001,1029,3340,False,1,5,1,0,0,1,0,0,0,0,962,73906,53749,16498,3659,0,7798,7049,610,139,20531,8239,12003,288,7470,7125,1,0,152,8,5,0,13,1,0,9,7,0,False,False,False,False,8112,"{'10-20': 7.199999999999999, '0-10': 6.5}","{'10-20': 464.6, '0-10': 409.2}","{'10-20': 376, '0-10': 233.60000000000002}",Kassadin,Teleport,Flash,Red,Electrocute,Doran's Shield,Refillable Potion,Rod of Ages,Archangel's Staff,Boots of Speed,Cloth Armor,Warding Totem (Trinket)
{'summonerName': 'StormFrost500'},100,1,8,SOLO,TOP,12,4,3907,3157,3152,3158,1058,1058,3340,True,3,10,5,2,1,2,1,0,0,0,578,150702,124467,14644,11589,0,19506,17551,1467,487,40319,18180,21106,1032,13027,12760,2,0,206,11,1,2,17,1,0,23,10,0,False,False,False,False,8112,"{'10-20': 8.3, '0-10': 6.6, '30-end': 3.8, '20-30': 3.8}","{'10-20': 511, '0-10': 455.3, '30-end': 651.4, '20-30': 535.9}","{'10-20': 373.29999999999995, '0-10': 239.39999999999998, '30-end': 340.6, '20-30': 441.90000000000003}",Vladimir,Teleport,Flash,Blue,Electrocute,Spellbinder,Zhonya's Hourglass,Hextech Protobelt-01,Ionian Boots of Lucidity,Needlessly Large Rod,Needlessly Large Rod,Warding Totem (Trinket)
{'summonerName': 'Age AP'},100,2,56,NONE,JUNGLE,4,11,1400,3026,3111,3071,3143,3812,3364,True,15,8,13,3,4,2,3,0,0,0,956,202394,9037,175957,17399,0,28306,2131,23533,2641,47124,19250,26460,1413,17424,16975,2,0,44,159,101,11,18,4,0,41,5,8,False,False,False,True,8008,"{'10-20': 1.8, '0-10': 1.1, '30-end': 1.4, '20-30': 0.8}","{'10-20': 508.3, '0-10': 404, '30-end': 920.2, '20-30': 624.2}","{'10-20': 503, '0-10': 312.7, '30-end': 600, '20-30': 522.9}",Nocturne,Flash,Smite,Blue,Lethal Tempo,Enchantment: Warrior,Guardian Angel,Mercury's Treads,Black Cleaver,Randuin's Omen,Death's Dance,Oracle Lens
{'summonerName': 'ìrelia'},100,3,268,SOLO,MIDDLE,12,4,1058,3157,3115,1058,3135,3020,3363,True,9,5,16,3,3,1,0,0,0,0,962,187218,175700,11258,259,0,35880,35023,597,259,23440,11415,10810,1214,15740,12875,0,1,190,29,4,16,18,3,0,23,10,3,False,False,False,True,8010,"{'10-20': 6.2, '0-10': 6.4, '30-end': 2.8, '20-30': 4.2}","{'10-20': 530.2, '0-10': 445.8, '30-end': 741.8, '20-30': 523.1}","{'10-20': 424.3, '0-10': 228.39999999999998, '30-end': 547.4, '20-30': 440.2}",Azir,Teleport,Flash,Blue,Conqueror,Needlessly Large Rod,Zhonya's Hourglass,Nashor's Tooth,Needlessly Large Rod,Void Staff,Sorcerer's Shoes,Farsight Alteration
{'summonerName': 'I Elektra I'},100,4,555,DUO_SUPPORT,BOTTOM,14,4,3857,3147,3142,3117,3134,3179,3364,True,8,7,13,2,2,2,1,0,0,0,540,33088,162,26511,6414,0,12102,162,9794,2145,23911,10149,13430,332,13543,11100,2,1,40,3,0,0,16,4,0,86,28,17,False,False,False,False,8439,"{'10-20': 1.1, '0-10': 1.3, '30-end': 1, '20-30': 1}","{'10-20': 329.4, '0-10': 271.2, '30-end': 634.2, '20-30': 458.3}","{'10-20': 300.1, '0-10': 220.7, '30-end': 386.4, '20-30': 483.5}",Pyke,Ignite,Flash,Blue,Aftershock,Pauldrons of Whiterock,Duskblade of Draktharr,Youmuu's Ghostblade,Boots of Mobility,Serrated Dirk,Umbral Glaive,Oracle Lens
{'summonerName': 'Heav3n'},100,5,81,DUO_CARRY,BOTTOM,7,4,3144,3042,3158,3033,3812,3025,3340,True,11,9,22,4,4,2,1,0,0,0,874,196956,15869,167337,13749,0,29921,8076,21540,304,29626,11841,13915,3869,17829,15030,3,0,192,50,40,2,18,2,0,19,4,1,False,False,True,False,8010,"{'10-20': 7.1, '0-10': 8.2, '30-end': 2.4, '20-30': 1.9000000000000001}","{'10-20': 460.4, '0-10': 354.7, '30-end': 867.6, '20-30': 582.4}","{'10-20': 490.9, '0-10': 325.2, '30-end': 603.4, '20-30': 467.3}",Ezreal,Heal,Flash,Blue,Conqueror,Bilgewater Cutlass,Muramana,Ionian Boots of Lucidity,Mortal Reminder,Death's Dance,Iceborn Gauntlet,Warding Totem (Trinket)
{'summonerName': 'sebseb817'},200,6,157,SOLO,MIDDLE,14,4,3812,3006,3046,3031,3123,1036,3363,False,8,12,12,3,3,2,2,0,0,0,764,119017,11276,105677,2063,581,17934,1903,14724,1305,32234,14141,16335,1757,12404,12500,1,0,168,6,2,0,16,2,0,17,11,1,False,False,False,False,8010,"{'10-20': 6.3, '0-10': 6.7, '30-end': 2, '20-30': 2.8000000000000003}","{'10-20': 419.1, '0-10': 441.3, '30-end': 424, '20-30': 492.6}","{'10-20': 356.4, '0-10': 237.6, '30-end': 458, '20-30': 354.6}",Yasuo,Ignite,Flash,Red,Conqueror,Death's Dance,Berserker's Greaves,Phantom Dancer,Infinity Edge,Executioner's Calling,Long Sword,Farsight Alteration
{'summonerName': 'popo17122'},200,7,54,SOLO,TOP,12,4,3742,3082,3001,3076,3068,3047,3340,False,11,4,14,7,2,1,0,0,0,0,1621,149225,94815,38833,15576,0,38172,30941,6376,854,28610,17652,10151,806,13679,12375,1,0,186,0,0,0,18,1,0,20,11,1,False,False,False,False,8229,"{'10-20': 6.5, '0-10': 6.300000000000001, '30-end': 2.4, '20-30': 4.6}","{'10-20': 562.2, '0-10': 477.7, '30-end': 509, '20-30': 611.2}","{'10-20': 345, '0-10': 260.6, '30-end': 368.8, '20-30': 515}",Malphite,Teleport,Flash,Red,Arcane Comet,Dead Man's Plate,Warden's Mail,Abyssal Mask,Bramble Vest,Sunfire Cape,Ninja Tabi,Warding Totem (Trinket)
{'summonerName': 'Promis3'},200,8,51,DUO_CARRY,BOTTOM,7,4,3033,3006,3031,3095,3094,3105,3363,False,13,11,14,2,4,2,1,0,0,0,515,159042,10515,147534,992,1346,31250,4714,25831,704,26985,10133,15681,1170,16229,14850,0,0,201,8,4,0,16,0,0,12,7,2,True,False,False,False,8021,"{'10-20': 7.2, '0-10': 5.9, '30-end': 4.4, '20-30': 4.8}","{'10-20': 432.29999999999995, '0-10': 261.4, '30-end': 550.2, '20-30': 661.1}","{'10-20': 410.20000000000005, '0-10': 287.1, '30-end': 374, '20-30': 675.7}",Caitlyn,Heal,Flash,Red,Fleet Footwork,Mortal Reminder,Berserker's Greaves,Infinity Edge,Stormrazor,Rapid Firecannon,Aegis of the Legion,Farsight Alteration
{'summonerName': 'Nami B0T'},200,9,33,NONE,JUNGLE,14,11,3047,1413,3075,3091,1011,1029,3364,False,3,8,17,0,0,1,0,0,0,0,1226,192962,144712,40036,8213,76,22897,17738,2444,2713,37223,12975,22396,1851,11379,11300,0,0,29,147,108,11,17,6,0,12,6,0,False,False,False,False,8439,"{'10-20': 1.4, '0-10': 0, '30-end': 2.4, '20-30': 0.3}","{'10-20': 504.7, '0-10': 292.6, '30-end': 573.2, '20-30': 539.3}","{'10-20': 309.29999999999995, '0-10': 221.4, '30-end': 340.6, '20-30': 359.1}",Rammus,Ignite,Smite,Red,Aftershock,Ninja Tabi,Enchantment: Cinderhulk,Thornmail,Wit's End,Giant's Belt,Cloth Armor,Oracle Lens
{'summonerName': 'ExoticWatermelon'},200,10,25,DUO_SUPPORT,BOTTOM,14,4,3853,3157,3107,3504,2055,3117,3364,False,4,11,19,0,0,1,0,0,0,0,574,40101,24714,5804,9582,0,13686,10829,1369,1487,27886,9800,17612,474,10404,8850,0,0,39,0,0,0,15,4,0,63,26,13,False,False,False,False,8214,"{'10-20': 1.4, '0-10': 0.2, '30-end': 2.6, '20-30': 1}","{'10-20': 328, '0-10': 258.20000000000005, '30-end': 573.8, '20-30': 426}","{'10-20': 300.4, '0-10': 166.6, '30-end': 326.4, '20-30': 275.5}",Morgana,Ignite,Flash,Red,Summon Aery,Shard of True Ice,Zhonya's Hourglass,Redemption,Ardent Censer,Control Ward,Boots of Mobility,Oracle Lens
{'summonerName': 'PvpDuke'},100,1,81,DUO_CARRY,BOTTOM,4,3,1054,3047,3004,3025,1083,1053,3340,False,3,2,1,2,1,1,0,0,0,0,941,92908,6564,73487,12856,0,6776,1077,5517,182,8191,4163,3691,336,8909,8050,0,0,169,11,9,0,12,0,0,9,7,0,False,False,False,False,8010,"{'10-20': 8.100000000000001, '0-10': 7.9}","{'10-20': 537.6, '0-10': 305.6}","{'10-20': 455.59999999999997, '0-10': 260}",Ezreal,Flash,Exhaust,Blue,Conqueror,Doran's Shield,Ninja Tabi,Manamune,Iceborn Gauntlet,Cull,Vampiric Scepter,Warding Totem (Trinket)
{'summonerName': 'THEBIGPAW'},100,2,48,SOLO,TOP,4,12,3074,2033,3047,3024,0,0,3340,False,0,4,2,0,0,0,0,0,0,0,367,64482,1209,60667,2605,0,6245,1146,5099,0,16759,3248,11369,2141,6493,6000,1,0,121,3,0,1,12,0,0,6,4,0,False,False,False,False,8437,"{'10-20': 6, '0-10': 4.7}","{'10-20': 513.2, '0-10': 389.7}","{'10-20': 315.70000000000005, '0-10': 215.60000000000002}",Trundle,Flash,Teleport,Blue,Grasp of the Undying,Ravenous Hydra,Corrupting Potion,Ninja Tabi,Glacial Shroud,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'Fahler123'},100,3,121,NONE,JUNGLE,4,11,1400,2031,3047,3147,3134,1036,3340,False,8,8,2,4,2,2,1,0,0,0,425,87498,5256,77018,5223,0,11478,781,10270,425,22336,6380,14702,1253,8694,8225,0,0,28,68,63,0,11,0,0,14,6,2,False,False,False,False,8112,"{'10-20': 1.1, '0-10': 0.5}","{'10-20': 426.2, '0-10': 332.5}","{'10-20': 399.1, '0-10': 350.6}",Khazix,Flash,Smite,Blue,Electrocute,Enchantment: Warrior,Refillable Potion,Ninja Tabi,Duskblade of Draktharr,Serrated Dirk,Long Sword,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},100,4,268,SOLO,MIDDLE,12,4,1056,3115,2420,3191,1001,1033,3340,False,1,5,6,0,0,1,0,0,0,0,476,76435,72618,3530,286,0,7629,7305,324,0,13922,7166,5731,1024,7298,6285,0,0,142,1,1,0,13,1,0,9,6,1,False,False,False,False,8010,"{'10-20': 6.4, '0-10': 7}","{'10-20': 436.5, '0-10': 479.7}","{'10-20': 296.5, '0-10': 322.1}",Azir,Teleport,Flash,Blue,Conqueror,Doran's Ring,Nashor's Tooth,Stopwatch,Seeker's Armguard,Boots of Speed,Null-Magic Mantle,Warding Totem (Trinket)
{'summonerName': 'Chime Catcher'},100,5,432,DUO_SUPPORT,BOTTOM,4,14,0,1001,3905,0,0,3859,3364,False,0,7,0,0,0,0,0,0,0,0,484,20303,10302,4801,5199,0,4395,2911,1208,276,11482,4076,6593,812,4323,3575,0,0,30,0,0,0,9,5,0,37,16,7,False,False,False,False,8465,"{'10-20': 1.2999999999999998, '0-10': 1.3}","{'10-20': 231.29999999999998, '0-10': 260.3}","{'10-20': 181.60000000000002, '0-10': 148.10000000000002}",Bard,Flash,Ignite,Blue,Guardian,N/A,Boots of Speed,Twin Shadows,N/A,N/A,Targon's Buckler,Oracle Lens
{'summonerName': 'Mom dominate Me'},200,6,35,NONE,JUNGLE,11,14,2031,3077,3147,1039,3006,3046,3364,True,8,4,7,4,2,1,0,0,0,0,466,95505,29241,50056,16207,328,11054,4379,5846,828,17621,5426,11771,424,9381,8575,1,1,29,93,44,13,13,2,0,24,4,5,False,False,True,False,9923,"{'10-20': 1.7000000000000002, '0-10': 1.1}","{'10-20': 539.2, '0-10': 388.6}","{'10-20': 498.3, '0-10': 307.8}",Shaco,Smite,Ignite,Red,Hail of Blades,Refillable Potion,Tiamat,Duskblade of Draktharr,Hunter's Talisman,Berserker's Greaves,Phantom Dancer,Oracle Lens
